Date,Open,High,Low,Close,Adj Close,Volume
2019-12-27,55700,56900,55500,56500,50709.30469,12313056
2019-12-30,56200,56600,55700,55800,50081.03906,8356767
2020-01-02,55500,56000,55000,55200,49542.53516,12993228
2020-01-03,56000,56600,54900,55500,49811.79688,15422255
2020-01-06,54900,55600,54600,55500,49811.79688,10278951
2020-01-07,55700,56400,55600,55800,50081.03906,10009778
2020-01-08,56200,57400,55900,56800,50978.54688,23501171
2020-01-09,58400,58600,57400,58600,52594.06641,24102579
2020-01-10,58800,59700,58300,59500,53401.83203,16000170
2020-01-13,59600,60000,59100,60000,53850.57813,11359139
2020-01-14,60400,61000,59900,60000,53850.57813,16906295
2020-01-15,59500,59600,58900,59000,52953.07813,14300928
2020-01-16,59100,60700,59000,60700,54478.83984,14381774
2020-01-17,61900,62000,61000,61300,55017.34766,16025661
2020-01-20,62000,62800,61700,62400,56004.60156,12528855
2020-01-21,62000,62400,61200,61400,55107.09766,11142693
2020-01-22,60500,62600,60400,62300,55914.85547,15339565
2020-01-23,61800,61800,60700,60800,54568.59375,14916555
2020-01-28,59400,59400,58300,58800,52773.57031,23664541
2020-01-29,59100,59700,58800,59100,53042.81641,16446102
2020-01-30,58800,58800,56800,57200,51337.5625,20821939
2020-01-31,57800,58400,56400,56400,50619.54688,19749457
2020-02-03,55500,57400,55200,57200,51337.5625,23995260
2020-02-04,57100,59000,56800,58900,52863.32422,21800192
2020-02-05,60000,60200,58900,59500,53401.83203,19278165
2020-02-06,60100,61100,59700,61100,54837.84766,14727159
2020-02-07,61100,61200,59700,60400,54209.58984,16402493
2020-02-10,59200,59800,59100,59700,53581.33594,13107121
2020-02-11,59800,60700,59700,59900,53760.83984,11071231
2020-02-12,60300,60700,59700,60500,54299.34375,12904207
2020-02-13,61200,61600,60500,60700,54478.83984,18449775
2020-02-14,60900,61900,60200,61800,55466.10156,13276067
2020-02-17,61600,62000,61200,61500,55196.84375,8740596
2020-02-18,60800,60900,59700,59800,53671.07813,16674266
2020-02-19,59800,60400,59400,60200,54030.08594,12951496
2020-02-20,60700,61300,59600,60000,53850.57813,14591924
2020-02-21,58800,59800,58500,59200,53132.58203,13777393
2020-02-24,57400,58100,56800,56800,50978.54688,25627537
2020-02-25,56200,58000,56200,57900,51965.82031,23885408
2020-02-26,56000,57000,56000,56500,50709.30469,25483102
2020-02-27,56300,56900,55500,55900,50170.78906,23209541
2020-02-28,55000,55500,54200,54200,48645.02344,30054227
2020-03-02,54300,55500,53600,55000,49363.03125,30403412
2020-03-03,56700,56900,55100,55400,49722.04297,30330295
2020-03-04,54800,57600,54600,57400,51517.05469,24765728
2020-03-05,57600,58000,56700,57800,51876.07031,21698990
2020-03-06,56500,57200,56200,56500,50709.30469,18716656
2020-03-09,56500,56500,56500,56500,50709.30469,0
2020-03-10,53800,54900,53700,54600,49004.03906,32106554
2020-03-11,54300,54400,52000,52100,46760.25391,45707281
2020-03-12,52100,52100,52100,52100,46760.25391,0
2020-03-13,47450,51600,46850,49950,44830.61719,59462933
2020-03-16,50100,50900,48800,48900,43888.22656,33339821
2020-03-17,46900,49650,46700,47300,42452.21484,51218151
2020-03-18,47750,48350,45600,45600,40926.44141,40152623
2020-03-19,46400,46650,42300,42950,38548.04688,56925513
2020-03-20,44150,45500,43550,45400,40746.94531,49730008
2020-03-23,42600,43550,42400,42500,38144.15625,41701626
2020-03-24,43850,46950,43050,46950,42138.07422,49801908
2020-03-25,48950,49600,47150,48650,43663.85156,52735922
2020-03-26,49000,49300,47700,47800,42900.96484,42185129
2020-03-27,49600,49700,46850,48300,43349.71875,39896178
2020-03-30,47050,48350,46550,47850,43262.92188,26797395
2020-03-31,48000,48500,47150,47750,43172.50781,30654261
2020-04-01,47450,47900,45800,45800,41409.44531,27259532
2020-04-02,46200,46850,45350,46800,42313.57813,21621076
2020-04-03,47400,47600,46550,47000,42494.41016,22784682
2020-04-06,47500,48800,47250,48700,44031.4375,23395726
2020-04-07,49650,50200,49000,49600,44845.15234,31524034
2020-04-08,49600,49750,48600,48600,43941.02734,25010314
2020-04-09,49750,49800,48700,49100,44393.08984,22628058
2020-04-10,48950,49250,48650,49250,44528.71484,17839111
2020-04-13,48650,48900,48300,48300,43669.78516,14431800
2020-04-14,48800,49200,48300,49000,44302.67969,14206216
2020-04-16,49350,49350,48550,49000,44302.67969,23349760
2020-04-17,50800,52000,50300,51400,46472.60938,32041675
2020-04-20,51400,51400,50000,50100,45297.22656,21866354
2020-04-21,49400,49700,48700,49250,44528.71484,27407543
2020-04-22,48700,50000,48350,49850,45071.19141,18613864
2020-04-23,50200,50300,49500,49850,45071.19141,18754442
2020-04-24,49650,49750,49000,49350,44619.12109,15618347
2020-04-27,49350,50000,49100,49850,45071.19141,14049471
2020-04-28,49850,50100,49300,50100,45297.22656,16095399
2020-04-29,49900,50500,49600,50000,45206.82031,15604533
2020-05-04,48900,49100,48500,48500,43850.60547,26083749
2020-05-06,49000,49200,48500,49200,44483.50391,18070225
2020-05-07,49200,49300,48700,48800,44121.85547,13884411
2020-05-08,49100,49350,48800,48800,44121.85547,15319700
2020-05-11,48900,49250,48300,48400,43760.19922,16357743
2020-05-12,48400,48500,47550,47900,43308.13672,23433590
2020-05-13,47250,48550,47200,48550,43895.82031,20223277
2020-05-14,47750,48100,47650,48000,43398.54297,19305974
2020-05-15,48400,48450,47700,47850,43262.92188,18463118
2020-05-18,47950,49100,47600,48800,44121.85547,20481981
2020-05-19,50100,50500,49700,50300,45478.05078,25168295
2020-05-20,50000,50200,49800,50000,45206.82031,14896899
2020-05-21,50300,50400,49850,49950,45161.61719,14949266
2020-05-22,49600,49800,48600,48750,44076.64063,19706284
2020-05-25,48750,48900,48450,48850,44167.05469,14337913
2020-05-26,48700,49450,48600,49250,44528.71484,15127490
2020-05-27,48950,50000,48800,49900,45116.40234,19548479
2020-05-28,51100,51200,49900,50400,45568.46484,31309318
2020-05-29,50000,50700,49700,50700,45839.71875,27596961
2020-06-01,50800,51200,50600,51200,46291.77344,16949183
2020-06-02,51000,51500,50800,51400,46472.60938,14247933
2020-06-03,51800,55000,51700,54500,49275.42578,49257814
2020-06-04,55800,57000,54600,54600,49365.84766,40220334
2020-06-05,54400,55900,54000,55500,50179.57031,22743629
2020-06-08,56400,56500,54700,54900,49637.08203,25634965
2020-06-09,55800,56500,54400,55500,50179.57031,23998831
2020-06-10,55100,55900,54900,55400,50089.15234,16742493
2020-06-11,54500,55100,53200,54300,49094.60156,33815123
2020-06-12,52100,52800,51500,52300,47286.33594,26976019
2020-06-15,51400,52000,49900,49900,45116.40234,28772921
2020-06-16,51200,52100,50600,52100,47105.5,21808375
2020-06-17,52100,52900,51300,52200,47195.91406,26672595
2020-06-18,52200,52300,51600,52300,47286.33594,15982926
2020-06-19,52600,52900,51600,52900,47828.80859,18157985
2020-06-22,52000,52600,51800,52000,47015.08984,13801350
2020-06-23,52500,52800,51100,51400,46472.60938,18086152
2020-06-24,51900,53900,51600,52900,47828.80859,24519552
2020-06-25,52100,53000,51900,51900,46924.67578,18541624
2020-06-26,52800,53900,52200,53300,48190.46094,21575360
2020-06-29,52500,53200,52000,52400,47693.50781,17776925
2020-06-30,53900,53900,52800,52800,48057.57813,21157172
2020-07-01,53400,53600,52400,52600,47875.54688,16706143
2020-07-02,52100,52900,52100,52900,48148.58984,14142583
2020-07-03,53000,53600,52700,53600,48785.72656,11887868
2020-07-06,54000,55000,53800,55000,50059.97656,19856623
2020-07-07,55800,55900,53400,53400,48603.6875,30760032
2020-07-08,53600,53900,52900,53000,48239.60938,19664652
2020-07-09,53200,53600,52800,52800,48057.57813,17054850
2020-07-10,53100,53200,52300,52700,47966.56641,13714746
2020-07-13,53300,53800,53100,53400,48603.6875,12240188
2020-07-14,53700,53800,53200,53800,48967.76172,14269484
2020-07-15,54400,55000,54300,54700,49786.92188,24051450
2020-07-16,54800,54800,53800,53800,48967.76172,16779127
2020-07-17,54200,54700,54100,54400,49513.87109,10096174
2020-07-20,54800,54800,54000,54200,49331.83203,10507530
2020-07-21,55200,55400,54800,55300,50333.03125,18297260
2020-07-22,55300,55500,54700,54700,49786.92188,12885057
2020-07-23,54700,54700,53800,54100,49240.80859,16214932
2020-07-24,54000,54400,53700,54200,49331.83203,10994535
2020-07-27,54300,55700,54300,55600,50606.08594,21054421
2020-07-28,57000,58800,56400,58600,53336.63281,48431566
2020-07-29,60300,60400,58600,59000,53700.69922,36476611
2020-07-30,59700,60100,59000,59000,53700.69922,19285354
2020-07-31,59500,59600,57700,57900,52699.5,21943345
2020-08-03,57800,57900,56700,56800,51698.30078,21158940
2020-08-04,57200,58100,57000,57300,52153.39844,19419694
2020-08-05,57300,57500,56300,56900,51789.31641,17739706
2020-08-06,57100,58400,57100,58000,52790.52344,21625874
2020-08-07,57900,58400,57100,57500,52335.42188,18751717
2020-08-10,57600,58300,57500,57800,52608.47656,17774291
2020-08-11,58000,59500,57800,58200,52972.55078,24907912
2020-08-12,58200,59000,57700,59000,53700.69922,18573934
2020-08-13,59400,59600,58000,58700,53427.64453,22089460
2020-08-14,58000,58400,57700,58000,52790.52344,15672548
2020-08-18,58900,59900,58000,58400,53154.58984,25307825
2020-08-19,59000,59200,57800,57800,52608.47656,16930719
2020-08-20,57600,57600,55300,55400,50424.04688,30386029
2020-08-21,56200,56900,55800,55900,50879.14453,21142288
2020-08-24,55800,56600,55400,56100,51061.17578,15055896
2020-08-25,56400,56800,56100,56400,51334.22656,14021705
2020-08-26,56400,56500,55700,56400,51334.22656,17651593
2020-08-27,56300,56300,55600,55600,50606.08594,16196568
2020-08-28,56100,56300,55400,55400,50424.04688,14619888
2020-08-31,56000,56100,54000,54000,49149.80078,32671367
2020-09-01,54100,54800,54100,54200,49331.83203,19363117
2020-09-02,54600,55100,54100,54400,49513.87109,16905723
2020-09-03,55600,56700,55500,56400,51334.22656,28384920
2020-09-04,55200,55800,55100,55600,50606.08594,22139109
2020-09-07,56100,57300,55800,56500,51425.25,18685880
2020-09-08,57400,58700,57200,58700,53427.64453,31517520
2020-09-09,58200,59300,57800,58400,53154.58984,30597399
2020-09-10,59900,60000,59100,59200,53882.74219,29923293
2020-09-11,59300,59400,58200,59000,53700.69922,16017098
2020-09-14,60200,60800,59900,60400,54974.96094,20648281
2020-09-15,60900,61000,60500,61000,55521.06641,17877075
2020-09-16,61100,61300,60600,61000,55521.06641,17041444
2020-09-17,60700,60800,59300,59500,54155.79688,25108356
2020-09-18,59800,59900,59100,59300,53973.76172,18884571
2020-09-21,59100,60000,59000,59200,53882.74219,15140387
2020-09-22,59100,59700,57800,58200,52972.55078,20830381
2020-09-23,58400,58800,57400,58600,53336.63281,20111398
2020-09-24,57700,58600,57600,57800,52608.47656,17564020
2020-09-25,57700,58200,57700,57900,52699.5,11444683
2020-09-28,58300,58800,57900,58200,53298.41797,12614080
2020-09-29,58300,59000,58200,58200,53298.41797,15503563
2020-10-05,57500,59200,57500,58700,53756.3125,20228289
2020-10-06,59400,59900,58700,59000,54031.04688,14463826
2020-10-07,58700,59900,58500,59900,54855.25391,14861838
2020-10-08,60500,60700,59500,59700,54672.09375,24589924
2020-10-12,60000,60400,59900,60400,55313.14453,16145837
2020-10-13,61000,61400,60400,60900,55771.02734,19247631
2020-10-14,61000,61100,60500,60900,55771.02734,16086716
2020-10-15,60700,60800,59700,60000,54946.82813,17756232
2020-10-16,60000,60400,59000,59500,54488.94141,16554190
2020-10-19,59600,60200,59500,60000,54946.82813,14474985
2020-10-20,60300,60900,60100,60900,55771.02734,19326115
2020-10-21,61200,61500,60600,60900,55771.02734,15703443
2020-10-22,60300,60500,59800,60100,55038.39844,14294095
2020-10-23,60400,60400,59800,60200,55129.98828,9322232
2020-10-26,60400,61100,60100,60400,55313.14453,13268226
2020-10-27,60300,60300,59500,59800,54763.67188,17260416
2020-10-28,59400,59400,58800,59000,54031.04688,14428882
2020-10-29,58200,58500,57500,58100,53206.85156,22636966
2020-10-30,58000,58000,56600,56600,51833.17188,26907844
2020-11-02,56400,57500,56000,57400,52565.79297,20489076
2020-11-03,57900,58900,57600,58800,53847.89063,14950919
2020-11-04,58900,59000,57800,58500,53573.16406,21718561
2020-11-05,59000,60300,58800,60300,55221.56641,20639475
2020-11-06,60700,60800,59600,60100,55038.39844,16910230
2020-11-09,60700,60900,60100,60200,55129.98828,15892961
2020-11-10,60500,60500,59500,60200,55129.98828,19073552
2020-11-11,60700,61400,60400,61300,56137.33594,25628510
2020-11-12,61000,61400,60700,61000,55862.60938,19800573
2020-11-13,61300,63200,61000,63200,57877.32813,31508829
2020-11-16,64000,66700,63900,66300,60716.24609,36354334
2020-11-17,67000,67000,65600,65700,60166.78125,30204089
2020-11-18,65700,66200,64700,64800,59342.57422,22963790
2020-11-19,64100,64800,63900,64600,59159.41406,16590290
2020-11-20,63900,65200,63900,64700,59250.99219,15068682
2020-11-23,64800,67800,64700,67500,61815.1875,27134398
2020-11-24,67900,69500,67000,67700,61998.33594,32158235
2020-11-25,67900,68300,66500,66600,60990.97656,32447065
2020-11-26,66100,68000,66000,68000,62273.07031,19023323
2020-11-27,68000,68400,67600,68200,62456.23047,14063434
2020-11-30,68400,68600,66700,66700,61082.55859,43811016
2020-12-01,67100,68300,67100,67800,62089.91797,22327173
2020-12-02,68400,69900,68300,69500,63646.75,29703942
2020-12-03,70100,70500,69300,69700,63829.89453,23677989
2020-12-04,70400,72100,70100,71500,65478.29688,28130533
2020-12-07,72400,73500,71900,72900,66760.40625,28490496
2020-12-08,72200,72900,71600,71700,65661.45313,25000338
2020-12-09,72100,73900,72000,73900,67676.17188,24077996
2020-12-10,72700,73800,72500,72900,66760.40625,39882928
2020-12-11,73500,73800,73100,73400,67218.28125,18486672
2020-12-14,73600,74500,73200,73800,67584.60156,21510415
2020-12-15,73800,74100,73300,73800,67584.60156,20863671
2020-12-16,74100,74500,73400,73800,67584.60156,17512081
2020-12-17,73400,73700,72600,73300,67126.71094,24293214
2020-12-18,73300,73700,73000,73000,66851.97656,17613029
2020-12-21,73100,73400,72000,73000,66851.97656,20367355
2020-12-22,72500,73200,72100,72300,66210.9375,16304910
2020-12-23,72400,74000,72300,73900,67676.17188,19411326
2020-12-24,74100,78800,74000,77800,71247.73438,32502870
2020-12-28,79000,80100,78200,78700,72071.92969,40085044
2020-12-29,78800,78900,77300,78300,73510.20313,30339449
2020-12-30,77400,81300,77300,81000,76045.05469,29417421
2021-01-04,81000,84400,80200,83000,77922.69531,38655276
2021-01-05,81600,83900,81600,83900,78767.64063,35335669
2021-01-06,83300,84500,82100,82200,77171.63281,42089013
2021-01-07,82800,84200,82700,82900,77828.8125,32644642
2021-01-08,83300,90000,83000,88800,83367.89063,59013307
2021-01-11,90000,96800,89500,91000,85433.32031,90306177
2021-01-12,90300,91400,87800,90600,85057.78906,48682416
2021-01-13,89800,91200,89100,89700,84212.84375,36068848
2021-01-14,88700,90000,88700,89700,84212.84375,26393970
2021-01-15,89800,91800,88000,88000,82616.83594,33431809
2021-01-18,86600,87300,84100,85000,79800.35156,43227951
2021-01-19,84500,88000,83600,87000,81678.00781,39895044
2021-01-20,89000,89000,86500,87200,81865.78125,25211127
2021-01-21,87500,88600,86500,88100,82710.71875,25318011
2021-01-22,89000,89700,86800,86800,81490.25,30861661
2021-01-25,87000,89900,86300,89400,83931.1875,27258534
2021-01-26,88800,89200,86500,86700,81396.35938,33178936
2021-01-27,86600,87700,85600,85600,80363.64063,26423070
2021-01-28,83200,85600,83200,83700,78579.88281,31859808
2021-01-29,84500,85000,82000,82000,76983.875,39615978
2021-02-01,81700,83400,81000,83000,77922.69531,28046832
2021-02-02,84100,86400,83700,84400,79237.0625,26302077
2021-02-03,84800,85400,83400,84600,79424.8125,22112205
2021-02-04,83500,83800,82100,82500,77453.27344,24171688
2021-02-05,83100,84000,82500,83500,78392.11719,18036835
2021-02-08,83800,84200,83000,83000,77922.69531,15338765
2021-02-09,84000,84800,82700,82700,77641.05469,20898332
2021-02-10,82600,82600,81600,81600,76608.34375,23025766
2021-02-15,83800,84500,83300,84200,79049.28906,23529706
2021-02-16,84500,86000,84200,84900,79706.46875,20483100
2021-02-17,83900,84200,83000,83200,78110.46094,18307735
2021-02-18,83200,83600,82100,82100,77077.75,21327683
2021-02-19,82300,82800,81000,82600,77547.16406,25880879
2021-02-22,83800,84200,82200,82200,77171.63281,25419886
2021-02-23,81200,82900,81100,82000,76983.875,20587314
2021-02-24,81800,83600,81300,82000,76983.875,26807651
2021-02-25,84000,85400,83000,85300,80082,34155986
2021-02-26,82800,83400,82000,82500,77453.27344,38520800
2021-03-02,85100,85300,83000,83600,78485.99219,33498180
2021-03-03,83500,84000,82800,84000,78861.53125,19882132
2021-03-04,82600,83200,82200,82400,77359.40625,24348331
2021-03-05,81100,82600,81100,82100,77077.75,20508971
2021-03-08,82900,83000,81600,82000,76983.875,17641256
2021-03-09,81400,81900,80600,81400,76420.57813,25420764
2021-03-10,82400,82500,80700,80900,75951.15625,20038422
2021-03-11,81000,82500,81000,82000,76983.875,23818297
2021-03-12,83100,83500,82400,82800,77734.9375,13530573
2021-03-15,82800,82900,81800,81800,76796.10938,13735798
2021-03-16,82200,83000,82100,82800,77734.9375,12293537
2021-03-17,82800,82900,82000,82300,77265.51563,11625146
2021-03-18,82800,83800,82600,82900,77828.8125,18585244
2021-03-19,82100,82500,81800,81900,76890,15869700
2021-03-22,82000,82300,81700,82000,76983.875,12670506
2021-03-23,82600,82900,81800,81800,76796.10938,13299907
2021-03-24,81000,81600,80700,81000,76045.05469,17926638
2021-03-25,81000,82100,80800,81200,76232.82031,14758826
2021-03-26,81400,81600,81000,81500,76514.45313,12845778
2021-03-29,81700,81700,81000,81600,76608.34375,14952134
2021-03-30,81600,82300,81300,82200,77514.57031,13121698
2021-03-31,82400,82700,81400,81400,76760.16406,17240518
2021-04-01,82500,83000,82000,82900,78174.66406,18676461
2021-04-02,84000,85200,83900,84800,79966.35156,22997538
2021-04-05,85800,86000,84800,85400,80532.15625,16255990
2021-04-06,86200,86200,85100,86000,81097.96094,19042023
2021-04-07,86100,86200,85400,85600,80720.75,17885538
2021-04-08,85700,85700,84100,84700,79872.07031,19244259
2021-04-09,84700,84900,83400,83600,78834.77344,18193707
2021-04-12,84100,84100,83100,83200,78457.57031,12915282
2021-04-13,83000,84500,82800,84000,79211.96875,15238206
2021-04-14,84000,84300,83400,84000,79211.96875,13794652
2021-04-15,83700,84500,83400,84100,79306.25781,16377412
2021-04-16,84700,84700,83600,83900,79117.66406,15429522
2021-04-19,83800,84000,83300,83300,78551.875,15287311
2021-04-20,83300,84000,83100,83900,79117.66406,15521965
2021-04-21,83300,83500,82500,82600,77891.76563,21636079
2021-04-22,82900,83000,82400,82400,77703.17188,13934746
2021-04-23,81900,82900,81600,82800,78080.375,17805080
2021-04-26,82900,83500,82600,83500,78740.46094,15489938
2021-04-27,83200,83300,82500,82900,78174.66406,12941533
2021-04-28,83200,83200,82100,82100,77420.26563,15596759
2021-04-29,82400,82500,81500,81700,77043.0625,20000973
2021-04-30,81900,82100,81500,81500,76854.46094,18673197
2021-05-03,81000,82400,81000,81700,77043.0625,15710336
2021-05-04,81900,82600,81800,82600,77891.76563,12532550
2021-05-06,81700,82300,81700,82300,77608.85156,17047511
2021-05-07,81800,82100,81500,81900,77231.67188,14154882
2021-05-10,82300,83500,81800,83200,78457.57031,19385027
2021-05-11,82500,82600,81100,81200,76571.57031,28996680
2021-05-12,80800,81200,79800,80000,75439.96875,35812268
2021-05-13,78900,79600,78400,78500,74025.46875,31490096
2021-05-14,79000,80300,78900,80100,75534.25781,16450920
2021-05-17,80800,80900,79200,79600,75062.77344,17740855
2021-05-18,79600,80000,79100,79600,75062.77344,17494407
2021-05-20,79400,79700,79100,79500,74968.46094,16541828
2021-05-21,80100,81500,79800,80100,75534.25781,20961714
2021-05-24,80100,80400,79500,79700,75157.0625,13398666
2021-05-25,80000,80400,79800,79900,75345.66406,13628942
2021-05-26,80400,80500,79700,79800,75251.35938,11984359
2021-05-27,80000,80000,79100,79600,75062.77344,23198510
2021-05-28,79800,80400,79400,80100,75534.25781,12360199
2021-05-31,80300,80600,79600,80500,75911.45313,13321324
2021-06-01,80500,81300,80100,80600,76005.75,14058401
2021-06-02,80400,81400,80300,80800,76194.35156,16414644
2021-06-03,81300,83000,81100,82800,78080.375,29546007
2021-06-04,82700,82700,81500,82200,77514.57031,18112259
2021-06-07,82700,82800,81600,81900,77231.67188,16496197
2021-06-08,82300,82600,81800,81900,77231.67188,12781226
2021-06-09,81500,82000,81100,81100,76477.25781,14908823
2021-06-10,81300,81400,80900,81000,76382.96875,17586995
2021-06-11,81200,81700,80700,81000,76382.96875,14087962
2021-06-14,80800,80900,80500,80500,75911.45313,10550078
2021-06-15,80900,81200,80600,80900,76288.66406,10075685
2021-06-16,81500,81900,81100,81800,77137.36719,14999855
2021-06-17,81100,81300,80700,80900,76288.66406,14007385
2021-06-18,81100,81100,80500,80500,75911.45313,14916721
2021-06-21,79700,80000,79600,79900,75345.66406,16063340
2021-06-22,80200,80300,79900,80000,75439.96875,11773365
2021-06-23,80500,80600,79900,80100,75534.25781,13856548
2021-06-24,80400,81400,80100,81200,76571.57031,18771080
2021-06-25,81500,81900,81200,81600,76948.77344,13481405
2021-06-28,81700,82000,81600,81900,77231.67188,11578529
2021-06-29,81900,82100,80800,81000,76721.14063,15744317
2021-06-30,81100,81400,80700,80700,76436.99219,13288643
2021-07-01,80500,80600,80000,80100,75868.6875,13382882
2021-07-02,80000,80400,79900,80000,75773.95313,8753097
2021-07-05,80100,80800,80000,80400,76152.84375,8330969
2021-07-06,80600,81200,80500,81200,76910.57813,12131651
2021-07-07,81200,81300,80300,80800,76531.69531,15992202
2021-07-08,81100,81200,79900,79900,75679.25781,16660998
2021-07-09,79600,79800,79000,79400,75205.64844,22720577
2021-07-12,79900,80000,79500,79700,75489.8125,9768108
2021-07-13,80000,80200,79800,79800,75584.51563,9863450
2021-07-14,79400,79600,79100,79500,75300.38281,11575636
2021-07-15,79800,80600,79500,80600,76342.25,13766279
2021-07-16,80100,80100,79500,79800,75584.51563,10859399
2021-07-19,79100,79200,78800,79000,74826.79688,13155414
2021-07-20,78500,79000,78400,79000,74826.79688,12456646
2021-07-21,79000,79100,78500,78500,74353.19531,12355296
2021-07-22,79000,79800,78900,79700,75489.8125,12618790
2021-07-23,79700,79900,79200,79300,75110.94531,9098910
2021-07-26,79400,79500,78800,78800,74637.36719,10040975
2021-07-27,79200,79400,78500,78500,74353.19531,11427693
2021-07-28,78300,79200,78100,79200,75016.23438,12743417
2021-07-29,78800,79400,78800,79000,74826.79688,14360453
2021-07-30,78900,78900,78500,78500,74353.19531,13823411
2021-08-02,79200,79500,78700,79300,75110.94531,11739124
2021-08-03,79400,81400,79300,81400,77100,24339360
2021-08-04,82200,83100,81800,82900,78520.77344,25642368
2021-08-05,83300,83300,82000,82100,77763.03125,18485469
2021-08-06,81900,82500,81300,81500,77194.72656,13342623
2021-08-09,81500,82300,80900,81500,77194.72656,15522581
2021-08-10,82300,82400,80100,80200,75963.40625,20362639
2021-08-11,79600,79800,78500,78500,74353.19531,30241137
2021-08-12,77100,78200,76900,77000,72932.42969,42365223
2021-08-13,75800,76000,74100,74400,70469.79688,61270643
2021-08-17,74000,75100,74000,74200,70280.35938,30944847
2021-08-18,73900,74600,73100,73900,69996.20313,29192631
2021-08-19,73500,74400,73100,73100,69238.45313,22166298
2021-08-20,73500,73900,72500,72700,68859.59375,22364803
2021-08-23,73300,74000,73000,73300,69427.89844,19384648
2021-08-24,73900,75700,73900,75600,71606.40625,21016913
2021-08-25,76200,76600,74900,75700,71701.11719,22319664
2021-08-26,76100,76200,74600,74600,70659.21094,16671494
2021-08-27,74300,75000,73800,74300,70375.07813,15172748
2021-08-30,75400,75500,74200,74600,70659.21094,12686999
2021-08-31,74900,76700,74300,76700,72648.29688,24630370
2021-09-01,76700,77100,75900,76800,72743.01563,16114775
2021-09-02,76800,76800,75700,76000,71985.26563,15347486
2021-09-03,76400,76700,76000,76600,72553.57031,12096419
2021-09-06,76800,77600,76600,77300,73216.59375,12861180
2021-09-07,77100,77100,75900,76100,72079.97656,13239401
2021-09-08,76000,76400,75600,76300,72269.42188,11798147
2021-09-09,76400,76600,75000,75300,71322.24219,17600770
2021-09-10,75300,75600,74800,75300,71322.24219,10103212
2021-09-13,75200,76300,75100,76300,72269.42188,11397775
